n_elements,n_sources,snr_db,n_trials,rmse_deg,p50_deg,p90_deg,p99_deg,detection_rate,det_ci_lo,det_ci_hi
20,2,25,1000,0.00648,0.003,0.0098,0.02241,1.0,0.9962,1.0
20,2,26,1000,0.00525,0.0024,0.0074,0.02081,1.0,0.9962,1.0
20,2,27,1000,0.00488,0.0023,0.007,0.01871,1.0,0.9962,1.0
20,2,28,1000,0.00417,0.002,0.0062,0.0148,1.0,0.9962,1.0
20,2,29,1000,0.00395,0.0018,0.00561,0.0143,1.0,0.9962,1.0
20,2,30,1000,0.00376,0.0016,0.0052,0.0152,1.0,0.9962,1.0
20,3,-15,1000,5.11492,4.53585,7.65684,9.21525,0.03,0.0211,0.0425
20,3,-14,1000,5.21902,3.6359,9.03974,9.7024,0.093,0.0765,0.1126
20,3,-13,1000,4.75512,2.4562,8.31286,9.91466,0.269,0.2424,0.2973
20,3,-12,1000,3.85948,0.8471,7.64152,9.70766,0.513,0.482,0.5439
20,3,-11,1000,2.51151,0.3676,4.66834,9.37385,0.819,0.7939,0.8416
20,3,-10,1000,1.15681,0.22065,1.02039,6.39143,0.97,0.9575,0.9789
20,3,-9,1000,1.01297,0.1904,0.69098,5.50178,0.994,0.987,0.9972
20,3,-8,1000,0.72465,0.16395,0.6437,2.21281,0.996,0.9898,0.9984
20,3,-7,1000,0.46469,0.1473,0.49734,1.55684,0.995,0.9883,0.9979
20,3,-6,1000,0.59514,0.12865,0.41461,1.33521,0.998,0.9927,0.9995
20,3,-5,1000,0.63419,0.1169,0.42386,1.49705,0.995,0.9883,0.9979
20,3,-4,1000,0.48054,0.0965,0.34044,0.88635,0.999,0.9944,0.9998
20,3,-3,1000,0.26545,0.0826,0.29304,0.88491,0.997,0.9912,0.999
20,3,-2,1000,0.36079,0.07675,0.26798,0.85587,0.998,0.9927,0.9995
20,3,-1,1000,0.44025,0.0662,0.22436,0.66161,0.999,0.9944,0.9998
20,3,0,1000,0.2024,0.0584,0.21249,0.51678,1.0,0.9962,1.0
20,3,1,1000,0.30383,0.0562,0.18891,0.56809,1.0,0.9962,1.0
20,3,2,1000,0.10333,0.045,0.15382,0.37682,0.999,0.9944,0.9998
20,3,3,1000,0.17107,0.0433,0.13524,0.41379,0.999,0.9944,0.9998
20,3,4,1000,0.08496,0.03625,0.12002,0.29073,1.0,0.9962,1.0
20,3,5,1000,0.09686,0.03385,0.11225,0.27163,1.0,0.9962,1.0
20,3,6,1000,0.08205,0.0297,0.10655,0.26638,1.0,0.9962,1.0
20,3,7,1000,0.07904,0.02735,0.09891,0.30117,1.0,0.9962,1.0
20,3,8,1000,0.05669,0.02395,0.07921,0.2108,1.0,0.9962,1.0
20,3,9,1000,0.06053,0.0209,0.06551,0.24494,1.0,0.9962,1.0
20,3,10,1000,0.05315,0.01975,0.06481,0.17003,1.0,0.9962,1.0
20,3,11,1000,0.0351,0.0158,0.0518,0.1314,1.0,0.9962,1.0
20,3,12,1000,0.04613,0.01455,0.04962,0.15217,1.0,0.9962,1.0
20,3,13,1000,0.03633,0.0137,0.04362,0.14754,1.0,0.9962,1.0
20,3,14,1000,0.02541,0.0107,0.0379,0.09252,1.0,0.9962,1.0
20,3,15,1000,0.02544,0.0099,0.03443,0.09101,1.0,0.9962,1.0
20,3,16,1000,0.02271,0.0083,0.02945,0.08224,1.0,0.9962,1.0
20,3,17,1000,0.02094,0.0085,0.02911,0.07982,1.0,0.9962,1.0
20,3,18,1000,0.01703,0.0076,0.02391,0.06071,1.0,0.9962,1.0
20,3,19,1000,0.01468,0.0063,0.0205,0.05862,1.0,0.9962,1.0
20,3,20,1000,0.01673,0.0058,0.01986,0.05984,1.0,0.9962,1.0
20,3,21,1000,0.01383,0.005,0.01773,0.05101,1.0,0.9962,1.0
20,3,22,1000,0.01236,0.0049,0.0162,0.04451,1.0,0.9962,1.0
20,3,23,1000,0.01073,0.0041,0.01401,0.04141,1.0,0.9962,1.0
20,3,24,1000,0.00812,0.00355,0.012,0.03201,1.0,0.9962,1.0
20,3,25,1000,0.0083,0.0033,0.01031,0.02922,1.0,0.9962,1.0
20,3,26,1000,0.0083,0.0029,0.0097,0.0277,1.0,0.9962,1.0
20,3,27,1000,0.00681,0.0027,0.01,0.02313,1.0,0.9962,1.0
20,3,28,1000,0.00537,0.0025,0.0078,0.01901,1.0,0.9962,1.0
20,3,29,1000,0.00448,0.002,0.0067,0.01641,1.0,0.9962,1.0
20,3,30,1000,0.00497,0.0019,0.006,0.01991,1.0,0.9962,1.0
24,1,-15,1000,2.1202,0.448,3.3479,7.87742,0.221,0.1964,0.2478
24,1,-14,1000,1.37356,0.30425,1.76849,6.14231,0.598,0.5673,0.628
24,1,-13,1000,1.06198,0.2455,0.97238,5.6389,0.907,0.8874,0.9235
24,1,-12,1000,0.79377,0.20475,0.73745,3.23682,0.998,0.9927,0.9995
24,1,-11,1000,0.5112,0.18215,0.62285,1.9996,0.998,0.9927,0.9995
24,1,-10,1000,0.32086,0.1327,0.40493,1.14693,1.0,0.9962,1.0
24,1,-9,1000,0.30337,0.12635,0.36344,0.93923,1.0,0.9962,1.0
24,1,-8,1000,0.24456,0.1155,0.34035,0.90784,1.0,0.9962,1.0
24,1,-7,1000,0.1861,0.0928,0.27025,0.61845,1.0,0.9962,1.0
24,1,-6,1000,0.15494,0.0755,0.23173,0.53064,1.0,0.9962,1.0
24,1,-5,1000,0.15723,0.0775,0.21894,0.62712,1.0,0.9962,1.0
24,1,-4,1000,0.12561,0.06435,0.2045,0.44541,1.0,0.9962,1.0
24,1,-3,1000,0.11366,0.0565,0.16246,0.38673,1.0,0.9962,1.0
24,1,-2,1000,0.09786,0.05065,0.14613,0.31991,1.0,0.9962,1.0
24,1,-1,1000,0.09032,0.04495,0.1353,0.32196,1.0,0.9962,1.0
24,1,0,1000,0.08247,0.0378,0.11656,0.3202,1.0,0.9962,1.0
24,1,1,1000,0.06933,0.03365,0.10303,0.27369,1.0,0.9962,1.0
24,1,2,1000,0.06406,0.0318,0.09873,0.2388,1.0,0.9962,1.0
24,1,3,1000,0.05636,0.0252,0.0807,0.21573,1.0,0.9962,1.0
24,1,4,1000,0.04709,0.0234,0.07382,0.16481,1.0,0.9962,1.0
24,1,5,1000,0.04927,0.022,0.0698,0.17093,1.0,0.9962,1.0
24,1,6,1000,0.04202,0.01995,0.05941,0.149,1.0,0.9962,1.0
24,1,7,1000,0.03261,0.0168,0.04871,0.10951,1.0,0.9962,1.0
24,1,8,1000,0.03023,0.0152,0.04281,0.10041,1.0,0.9962,1.0
24,1,9,1000,0.02851,0.01305,0.04192,0.1099,1.0,0.9962,1.0
24,1,10,1000,0.02301,0.01175,0.0335,0.08314,1.0,0.9962,1.0
24,1,11,1000,0.02204,0.0102,0.03242,0.08427,1.0,0.9962,1.0
24,1,12,1000,0.02017,0.0095,0.02841,0.07213,1.0,0.9962,1.0
24,1,13,1000,0.01736,0.0087,0.02651,0.06612,1.0,0.9962,1.0
24,1,14,1000,0.01546,0.0074,0.02303,0.05612,1.0,0.9962,1.0
24,1,15,1000,0.01338,0.0065,0.02022,0.0483,1.0,0.9962,1.0
24,1,16,1000,0.01267,0.006,0.018,0.04691,1.0,0.9962,1.0
24,1,17,1000,0.01114,0.005,0.0161,0.0437,1.0,0.9962,1.0
24,1,18,1000,0.0102,0.0048,0.01521,0.03462,1.0,0.9962,1.0
24,1,19,1000,0.00847,0.0039,0.01321,0.03052,1.0,0.9962,1.0
24,1,20,1000,0.00717,0.0037,0.0114,0.0245,1.0,0.9962,1.0
24,1,21,1000,0.00707,0.0037,0.0108,0.02581,1.0,0.9962,1.0
24,1,22,1000,0.00593,0.0032,0.00862,0.0215,1.0,0.9962,1.0
24,1,23,1000,0.00553,0.0026,0.0085,0.0192,1.0,0.9962,1.0
24,1,24,1000,0.00492,0.0024,0.0071,0.019,1.0,0.9962,1.0
24,1,25,1000,0.00409,0.0021,0.006,0.0146,1.0,0.9962,1.0
24,1,26,1000,0.00372,0.0018,0.0052,0.01292,1.0,0.9962,1.0
24,1,27,1000,0.00346,0.0017,0.0051,0.0133,1.0,0.9962,1.0
24,1,28,1000,0.0032,0.0015,0.0047,0.0113,1.0,0.9962,1.0
24,1,29,1000,0.00248,0.0012,0.0037,0.0089,1.0,0.9962,1.0
24,1,30,1000,0.00241,0.0012,0.0036,0.0083,1.0,0.9962,1.0
24,2,-15,1000,4.13489,1.405,8.08404,9.72193,0.202,0.1783,0.228
24,2,-14,1000,3.71034,0.6946,7.31838,9.58621,0.463,0.4323,0.494
24,2,-13,1000,2.30941,0.2946,3.31832,8.77375,0.778,0.7512,0.8027
24,2,-12,1000,0.95319,0.2036,0.8007,5.11478,0.97,0.9575,0.9789
24,2,-11,1000,0.75283,0.16125,0.57078,3.59076,0.998,0.9927,0.9995
24,2,-10,1000,0.51271,0.1449,0.46685,1.87254,1.0,0.9962,1.0
24,2,-9,1000,0.47584,0.12665,0.44003,1.50873,0.998,0.9927,0.9995
24,2,-8,1000,0.39101,0.1056,0.33114,1.23907,0.999,0.9944,0.9998
24,2,-7,1000,0.41409,0.093,0.29189,1.2956,1.0,0.9962,1.0
24,2,-6,1000,0.43773,0.08135,0.27223,0.79772,0.998,0.9927,0.9995
24,2,-5,1000,0.31997,0.0709,0.22522,0.64553,0.999,0.9944,0.9998
24,2,-4,1000,0.24995,0.06285,0.21687,0.49612,1.0,0.9962,1.0
24,2,-3,1000,0.19196,0.05455,0.16941,0.47736,1.0,0.9962,1.0
24,2,-2,1000,0.11076,0.0499,0.15713,0.39173,1.0,0.9962,1.0
24,2,-1,1000,0.10597,0.046,0.13154,0.33738,1.0,0.9962,1.0
24,2,0,1000,0.07812,0.0389,0.12462,0.26824,1.0,0.9962,1.0
24,2,1,1000,0.07917,0.03375,0.10769,0.30213,1.0,0.9962,1.0
24,2,2,1000,0.06127,0.02945,0.09462,0.22331,1.0,0.9962,1.0
24,2,3,1000,0.05722,0.02765,0.08428,0.20504,1.0,0.9962,1.0
24,2,4,1000,0.05219,0.0232,0.07278,0.14436,1.0,0.9962,1.0
24,2,5,1000,0.04501,0.02055,0.06387,0.14495,1.0,0.9962,1.0
24,2,6,1000,0.04539,0.02065,0.06083,0.16594,1.0,0.9962,1.0
24,2,7,1000,0.03922,0.0174,0.05182,0.13726,1.0,0.9962,1.0
24,2,8,1000,0.03632,0.0153,0.04871,0.11153,1.0,0.9962,1.0
24,2,9,1000,0.03923,0.01335,0.0427,0.11493,1.0,0.9962,1.0
24,2,10,1000,0.0274,0.0121,0.03861,0.0988,1.0,0.9962,1.0
24,2,11,1000,0.02403,0.01035,0.03382,0.09014,1.0,0.9962,1.0
24,2,12,1000,0.02169,0.00965,0.02991,0.07083,1.0,0.9962,1.0
24,2,13,1000,0.01818,0.0082,0.026,0.07242,1.0,0.9962,1.0
24,2,14,1000,0.01697,0.0076,0.02311,0.06541,1.0,0.9962,1.0
24,2,15,1000,0.01392,0.007,0.02081,0.04591,1.0,0.9962,1.0
24,2,16,1000,0.01333,0.0058,0.01991,0.05121,1.0,0.9962,1.0
24,2,17,1000,0.0129,0.0053,0.01621,0.04522,1.0,0.9962,1.0
24,2,18,1000,0.01051,0.0047,0.01501,0.03962,1.0,0.9962,1.0
24,2,19,1000,0.00931,0.0043,0.0124,0.03231,1.0,0.9962,1.0
24,2,20,1000,0.008,0.0036,0.01156,0.02881,1.0,0.9962,1.0
24,2,21,1000,0.00785,0.0033,0.0105,0.0343,1.0,0.9962,1.0
24,2,22,1000,0.00629,0.003,0.00951,0.02111,1.0,0.9962,1.0
24,2,23,1000,0.00607,0.0029,0.0096,0.02111,1.0,0.9962,1.0
24,2,24,1000,0.00526,0.0024,0.008,0.0178,1.0,0.9962,1.0
24,2,25,1000,0.0061,0.0021,0.0072,0.02023,1.0,0.9962,1.0
24,2,26,1000,0.00471,0.0019,0.00571,0.0173,1.0,0.9962,1.0
24,2,27,1000,0.00389,0.0017,0.0058,0.01401,1.0,0.9962,1.0
24,2,28,1000,0.00332,0.0015,0.00431,0.0127,1.0,0.9962,1.0
24,2,29,1000,0.00282,0.0013,0.0042,0.0106,1.0,0.9962,1.0
24,2,30,1000,0.00268,0.0012,0.0034,0.0094,1.0,0.9962,1.0
24,3,-15,1000,4.59594,2.43635,8.2865,9.92007,0.184,0.1612,0.2092
24,3,-14,1000,4.51226,1.9868,8.14637,9.80155,0.358,0.3289,0.3882
24,3,-13,1000,3.27563,0.4937,6.8636,9.51574,0.571,0.5401,0.6013
24,3,-12,1000,2.09893,0.27445,2.67973,8.7928,0.884,0.8627,0.9024
24,3,-11,1000,1.11416,0.2044,0.84388,5.44411,0.989,0.9804,0.9938
24,3,-10,1000,0.80194,0.16575,0.5803,3.32519,0.998,0.9927,0.9995
24,3,-9,1000,0.6221,0.14525,0.56848,3.38038,1.0,0.9962,1.0
24,3,-8,1000,0.39534,0.13075,0.43687,1.17716,1.0,0.9962,1.0
24,3,-7,1000,0.46737,0.104,0.36242,1.49695,1.0,0.9962,1.0
24,3,-6,1000,0.28148,0.09435,0.35456,0.89612,0.998,0.9927,0.9995
24,3,-5,1000,0.36585,0.07955,0.25194,0.62275,1.0,0.9962,1.0
24,3,-4,1000,0.22064,0.0707,0.24352,0.59254,0.998,0.9927,0.9995
24,3,-3,1000,0.1672,0.0662,0.21504,0.66504,0.999,0.9944,0.9998
24,3,-2,1000,0.1977,0.0568,0.19194,0.56669,1.0,0.9962,1.0
24,3,-1,1000,0.13357,0.0528,0.16802,0.43344,1.0,0.9962,1.0
24,3,0,1000,0.12713,0.04435,0.15454,0.40227,1.0,0.9962,1.0
24,3,1,1000,0.10183,0.0402,0.13286,0.30321,1.0,0.9962,1.0
24,3,2,1000,0.08456,0.03425,0.12021,0.31002,1.0,0.9962,1.0
24,3,3,1000,0.07015,0.0303,0.10762,0.25334,1.0,0.9962,1.0
24,3,4,1000,0.09359,0.0281,0.09851,0.2476,1.0,0.9962,1.0
24,3,5,1000,0.06195,0.0259,0.08572,0.21079,1.0,0.9962,1.0
24,3,6,1000,0.05731,0.0212,0.0757,0.21663,1.0,0.9962,1.0
24,3,7,1000,0.06198,0.01995,0.06683,0.16804,1.0,0.9962,1.0
24,3,8,1000,0.0379,0.0171,0.05702,0.12503,1.0,0.9962,1.0
24,3,9,1000,0.03696,0.01565,0.05447,0.12901,1.0,0.9962,1.0
24,3,10,1000,0.03274,0.0133,0.04472,0.13387,1.0,0.9962,1.0
24,3,11,1000,0.03079,0.0121,0.04332,0.09674,1.0,0.9962,1.0
24,3,12,1000,0.02483,0.0108,0.03612,0.09691,1.0,0.9962,1.0
24,3,13,1000,0.02254,0.01035,0.0335,0.0876,1.0,0.9962,1.0
24,3,14,1000,0.02281,0.0085,0.02872,0.0915,1.0,0.9962,1.0
24,3,15,1000,0.01823,0.00845,0.0257,0.0602,1.0,0.9962,1.0
24,3,16,1000,0.01594,0.0064,0.02251,0.05433,1.0,0.9962,1.0
24,3,17,1000,0.01391,0.0062,0.02022,0.0477,1.0,0.9962,1.0
24,3,18,1000,0.0137,0.0053,0.01962,0.045,1.0,0.9962,1.0
24,3,19,1000,0.01148,0.00495,0.0167,0.04141,1.0,0.9962,1.0
24,3,20,1000,0.01044,0.0045,0.0158,0.03601,1.0,0.9962,1.0
24,3,21,1000,0.00911,0.0042,0.0129,0.0337,1.0,0.9962,1.0
24,3,22,1000,0.00895,0.0036,0.01164,0.03113,1.0,0.9962,1.0
24,3,23,1000,0.00686,0.0032,0.0099,0.0273,1.0,0.9962,1.0
24,3,24,1000,0.00818,0.003,0.0093,0.02691,1.0,0.9962,1.0
24,3,25,1000,0.00621,0.0025,0.0092,0.02361,1.0,0.9962,1.0
24,3,26,1000,0.0059,0.0022,0.0072,0.01901,1.0,0.9962,1.0
24,3,27,1000,0.00425,0.0018,0.00621,0.01591,1.0,0.9962,1.0
24,3,28,1000,0.0037,0.0017,0.00581,0.013,1.0,0.9962,1.0
24,3,29,1000,0.00374,0.0016,0.0054,0.01431,1.0,0.9962,1.0
24,3,30,1000,0.00333,0.0014,0.00431,0.0124,1.0,0.9962,1.0
32,1,-15,1000,1.92642,0.314,2.84828,8.43994,0.959,0.9449,0.9696
32,1,-14,1000,1.04184,0.22125,1.23308,4.82604,0.992,0.9843,0.9959
32,1,-13,1000,0.86926,0.1698,0.74308,4.60672,0.999,0.9944,0.9998
32,1,-12,1000,0.45445,0.12565,0.45069,1.45269,1.0,0.9962,1.0
32,1,-11,1000,0.28908,0.10445,0.33713,1.12035,1.0,0.9962,1.0
32,1,-10,1000,0.2094,0.0861,0.26037,0.73795,1.0,0.9962,1.0
32,1,-9,1000,0.16635,0.0805,0.25287,0.58641,1.0,0.9962,1.0
32,1,-8,1000,0.16709,0.06765,0.1937,0.54113,1.0,0.9962,1.0
32,1,-7,1000,0.12597,0.0606,0.18941,0.41531,1.0,0.9962,1.0
32,1,-6,1000,0.11272,0.0511,0.16804,0.39592,1.0,0.9962,1.0
32,1,-5,1000,0.09514,0.0455,0.14441,0.34275,1.0,0.9962,1.0
32,1,-4,1000,0.08335,0.03775,0.11907,0.29683,1.0,0.9962,1.0
32,1,-3,1000,0.06976,0.0347,0.09571,0.26283,1.0,0.9962,1.0
32,1,-2,1000,0.06689,0.0316,0.10414,0.21844,1.0,0.9962,1.0
32,1,-1,1000,0.05711,0.0288,0.08561,0.24009,1.0,0.9962,1.0
32,1,0,1000,0.05209,0.0254,0.08253,0.16913,1.0,0.9962,1.0
32,1,1,1000,0.04421,0.02205,0.06493,0.16833,1.0,0.9962,1.0
32,1,2,1000,0.03916,0.01905,0.0576,0.14039,1.0,0.9962,1.0
32,1,3,1000,0.03448,0.0174,0.05263,0.12297,1.0,0.9962,1.0
32,1,4,1000,0.03079,0.016,0.04893,0.1105,1.0,0.9962,1.0
32,1,5,1000,0.02978,0.0129,0.04633,0.11034,1.0,0.9962,1.0
32,1,6,1000,0.028,0.0125,0.04042,0.10831,1.0,0.9962,1.0
32,1,7,1000,0.02159,0.0101,0.03121,0.07821,1.0,0.9962,1.0
32,1,8,1000,0.02059,0.0103,0.02931,0.07242,1.0,0.9962,1.0
32,1,9,1000,0.01756,0.0087,0.02501,0.06142,1.0,0.9962,1.0
32,1,10,1000,0.0149,0.0077,0.0218,0.0571,1.0,0.9962,1.0
32,1,11,1000,0.01314,0.0067,0.01961,0.04561,1.0,0.9962,1.0
32,1,12,1000,0.01196,0.0059,0.0186,0.04264,1.0,0.9962,1.0
32,1,13,1000,0.01109,0.0053,0.01671,0.03912,1.0,0.9962,1.0
32,1,14,1000,0.0101,0.0049,0.0152,0.03741,1.0,0.9962,1.0
32,1,15,1000,0.00934,0.00425,0.01371,0.03411,1.0,0.9962,1.0
32,1,16,1000,0.00763,0.0038,0.0114,0.02581,1.0,0.9962,1.0
32,1,17,1000,0.00698,0.0037,0.01041,0.02411,1.0,0.9962,1.0
32,1,18,1000,0.00629,0.0031,0.0094,0.02033,1.0,0.9962,1.0
32,1,19,1000,0.00506,0.0027,0.0077,0.0158,1.0,0.9962,1.0
32,1,20,1000,0.00486,0.0024,0.0077,0.01671,1.0,0.9962,1.0
32,1,21,1000,0.00438,0.0022,0.00681,0.0143,1.0,0.9962,1.0
32,1,22,1000,0.00392,0.002,0.006,0.01401,1.0,0.9962,1.0
32,1,23,1000,0.00377,0.0017,0.0054,0.0139,1.0,0.9962,1.0
32,1,24,1000,0.00304,0.0014,0.0044,0.01211,1.0,0.9962,1.0
32,1,25,1000,0.00289,0.0014,0.0044,0.01,1.0,0.9962,1.0
32,1,26,1000,0.00242,0.0012,0.0035,0.0086,1.0,0.9962,1.0
32,1,27,1000,0.00224,0.0011,0.0034,0.0073,1.0,0.9962,1.0
32,1,28,1000,0.00205,0.001,0.003,0.0071,1.0,0.9962,1.0
32,1,29,1000,0.00175,0.0009,0.0025,0.0066,1.0,0.9962,1.0
32,1,30,1000,0.00157,0.0008,0.0023,0.0052,1.0,0.9962,1.0
32,2,-15,1000,2.30502,0.3431,3.86201,8.81473,0.87,0.8477,0.8894
32,2,-14,1000,1.40643,0.2094,1.62686,6.64304,0.983,0.9729,0.9894
32,2,-13,1000,0.77623,0.15605,0.7328,4.00248,0.996,0.9898,0.9984
32,2,-12,1000,0.50781,0.1187,0.46604,2.35864,0.999,0.9944,0.9998
32,2,-11,1000,0.43123,0.1106,0.34629,1.3542,1.0,0.9962,1.0
32,2,-10,1000,0.35272,0.09065,0.31287,1.07659,1.0,0.9962,1.0
32,2,-9,1000,0.32266,0.07885,0.26151,1.08613,1.0,0.9962,1.0
32,2,-8,1000,0.23854,0.0628,0.19532,0.58182,0.999,0.9944,0.9998
32,2,-7,1000,0.12419,0.06005,0.17944,0.44382,1.0,0.9962,1.0
32,2,-6,1000,0.18454,0.05225,0.15281,0.39812,1.0,0.9962,1.0
32,2,-5,1000,0.16655,0.0484,0.14758,0.3365,0.999,0.9944,0.9998
32,2,-4,1000,0.20807,0.03985,0.12211,0.33868,1.0,0.9962,1.0
32,2,-3,1000,0.16176,0.03615,0.10044,0.25252,1.0,0.9962,1.0
32,2,-2,1000,0.11646,0.03295,0.09783,0.25787,1.0,0.9962,1.0
32,2,-1,1000,0.06705,0.0273,0.0773,0.22366,1.0,0.9962,1.0
32,2,0,1000,0.05488,0.0262,0.08051,0.21746,1.0,0.9962,1.0
32,2,1,1000,0.04538,0.0207,0.06251,0.16571,1.0,0.9962,1.0
32,2,2,1000,0.0516,0.0214,0.06243,0.15483,1.0,0.9962,1.0
32,2,3,1000,0.03896,0.0167,0.05543,0.15031,1.0,0.9962,1.0
32,2,4,1000,0.03511,0.0162,0.05042,0.12294,1.0,0.9962,1.0
32,2,5,1000,0.02858,0.01385,0.04272,0.10161,1.0,0.9962,1.0
32,2,6,1000,0.0266,0.01215,0.03871,0.09961,1.0,0.9962,1.0
32,2,7,1000,0.02301,0.0106,0.03311,0.0791,1.0,0.9962,1.0
32,2,8,1000,0.02056,0.0101,0.02924,0.0761,1.0,0.9962,1.0
32,2,9,1000,0.0213,0.0086,0.0307,0.07382,1.0,0.9962,1.0
32,2,10,1000,0.0166,0.0076,0.02371,0.0604,1.0,0.9962,1.0
32,2,11,1000,0.01549,0.007,0.0229,0.05372,1.0,0.9962,1.0
32,2,12,1000,0.01255,0.0062,0.01766,0.04651,1.0,0.9962,1.0
32,2,13,1000,0.01213,0.0057,0.01743,0.04392,1.0,0.9962,1.0
32,2,14,1000,0.01133,0.0055,0.01681,0.0389,1.0,0.9962,1.0
32,2,15,1000,0.00938,0.0044,0.0132,0.03252,1.0,0.9962,1.0
32,2,16,1000,0.00811,0.0038,0.0126,0.02751,1.0,0.9962,1.0
32,2,17,1000,0.00784,0.0036,0.01122,0.0292,1.0,0.9962,1.0
32,2,18,1000,0.00662,0.003,0.0092,0.0258,1.0,0.9962,1.0
32,2,19,1000,0.00549,0.0029,0.0082,0.0187,1.0,0.9962,1.0
32,2,20,1000,0.00559,0.0024,0.008,0.02091,1.0,0.9962,1.0
32,2,21,1000,0.00441,0.0022,0.00671,0.0145,1.0,0.9962,1.0
32,2,22,1000,0.00424,0.0019,0.0062,0.01561,1.0,0.9962,1.0
32,2,23,1000,0.00392,0.0017,0.0059,0.0154,1.0,0.9962,1.0
32,2,24,1000,0.0031,0.0015,0.0045,0.01161,1.0,0.9962,1.0
32,2,25,1000,0.00286,0.0014,0.0043,0.0103,1.0,0.9962,1.0
32,2,26,1000,0.00269,0.0013,0.0039,0.01,1.0,0.9962,1.0
32,2,27,1000,0.00232,0.0011,0.0034,0.008,1.0,0.9962,1.0
32,2,28,1000,0.00201,0.001,0.003,0.0076,1.0,0.9962,1.0
32,2,29,1000,0.00165,0.0008,0.0025,0.0057,1.0,0.9962,1.0
32,2,30,1000,0.0016,0.0008,0.0024,0.0053,1.0,0.9962,1.0
32,3,-15,1000,2.92344,0.4709,5.9064,9.18669,0.752,0.7243,0.7778
32,3,-14,1000,1.62333,0.2533,2.2192,7.88686,0.95,0.9347,0.9619
32,3,-13,1000,1.00082,0.1794,0.9333,4.92551,0.991,0.983,0.9953
32,3,-12,1000,0.64845,0.1449,0.55396,2.93577,1.0,0.9962,1.0
32,3,-11,1000,0.54322,0.1208,0.43536,2.55032,0.999,0.9944,0.9998
32,3,-10,1000,0.35634,0.0945,0.34468,1.35466,0.999,0.9944,0.9998
32,3,-9,1000,0.43003,0.094,0.29763,1.38185,1.0,0.9962,1.0
32,3,-8,1000,0.24843,0.0731,0.27328,0.78391,1.0,0.9962,1.0
32,3,-7,1000,0.22771,0.0638,0.21414,0.77277,0.999,0.9944,0.9998
32,3,-6,1000,0.15238,0.05665,0.19577,0.43093,1.0,0.9962,1.0
32,3,-5,1000,0.20754,0.0508,0.16372,0.49347,1.0,0.9962,1.0
32,3,-4,1000,0.09643,0.0475,0.14289,0.34562,1.0,0.9962,1.0
32,3,-3,1000,0.13225,0.04045,0.12851,0.3398,1.0,0.9962,1.0
32,3,-2,1000,0.08399,0.03715,0.11948,0.25057,1.0,0.9962,1.0
32,3,-1,1000,0.06837,0.03055,0.09193,0.21573,1.0,0.9962,1.0
32,3,0,1000,0.05675,0.02755,0.08891,0.19296,1.0,0.9962,1.0
32,3,1,1000,0.05662,0.02395,0.07952,0.20082,1.0,0.9962,1.0
32,3,2,1000,0.05118,0.023,0.07374,0.17822,1.0,0.9962,1.0
32,3,3,1000,0.05103,0.02045,0.07044,0.19489,1.0,0.9962,1.0
32,3,4,1000,0.04462,0.0168,0.05602,0.15396,1.0,0.9962,1.0
32,3,5,1000,0.03548,0.01655,0.05272,0.13024,1.0,0.9962,1.0
32,3,6,1000,0.03235,0.01385,0.04301,0.10393,1.0,0.9962,1.0
32,3,7,1000,0.03173,0.01345,0.04681,0.10642,1.0,0.9962,1.0
32,3,8,1000,0.02601,0.0117,0.0376,0.09238,1.0,0.9962,1.0
32,3,9,1000,0.02748,0.01015,0.0353,0.08712,1.0,0.9962,1.0
32,3,10,1000,0.01914,0.0087,0.02901,0.0724,1.0,0.9962,1.0
32,3,11,1000,0.01803,0.0082,0.02642,0.05712,1.0,0.9962,1.0
32,3,12,1000,0.0161,0.007,0.0228,0.0642,1.0,0.9962,1.0
32,3,13,1000,0.01396,0.0064,0.02011,0.05401,1.0,0.9962,1.0
32,3,14,1000,0.01428,0.0057,0.01992,0.05364,1.0,0.9962,1.0
32,3,15,1000,0.01257,0.005,0.0174,0.04023,1.0,0.9962,1.0
32,3,16,1000,0.00975,0.0045,0.01411,0.0355,1.0,0.9962,1.0
32,3,17,1000,0.00823,0.0038,0.01231,0.0309,1.0,0.9962,1.0
32,3,18,1000,0.0086,0.0034,0.01211,0.0288,1.0,0.9962,1.0
32,3,19,1000,0.00803,0.003,0.01071,0.02921,1.0,0.9962,1.0
32,3,20,1000,0.00616,0.003,0.00961,0.02201,1.0,0.9962,1.0
32,3,21,1000,0.00526,0.0024,0.0078,0.017,1.0,0.9962,1.0
32,3,22,1000,0.00455,0.0021,0.0066,0.0154,1.0,0.9962,1.0
32,3,23,1000,0.00435,0.002,0.0064,0.01401,1.0,0.9962,1.0
32,3,24,1000,0.00389,0.0018,0.0061,0.0135,1.0,0.9962,1.0
32,3,25,1000,0.00366,0.0016,0.0056,0.0136,1.0,0.9962,1.0
32,3,26,1000,0.00325,0.0014,0.00452,0.0132,1.0,0.9962,1.0
32,3,27,1000,0.00273,0.0013,0.0045,0.0095,1.0,0.9962,1.0
32,3,28,1000,0.00233,0.0011,0.0037,0.0076,1.0,0.9962,1.0
32,3,29,1000,0.00211,0.0009,0.0032,0.0077,1.0,0.9962,1.0
32,3,30,1000,0.00209,0.0009,0.0028,0.0091,1.0,0.9962,1.0
48,1,-15,1000,1.02678,0.1369,1.05975,5.33306,1.0,0.9962,1.0
