n_elements,n_sources,snr_db,n_trials,rmse_deg,p50_deg,p90_deg,p99_deg,detection_rate,det_ci_lo,det_ci_hi
48,3,-11,1000,0.6029,0.2993,0.90374,2.01574,1.0,0.9962,1.0
48,3,-10,1000,0.51453,0.2407,0.7485,1.85635,1.0,0.9962,1.0
48,3,-9,1000,0.40676,0.1951,0.64689,1.32277,1.0,0.9962,1.0
48,3,-8,1000,0.34381,0.1696,0.5208,1.07829,1.0,0.9962,1.0
48,3,-7,1000,0.26225,0.12785,0.39484,0.9126,1.0,0.9962,1.0
48,3,-6,1000,0.21,0.10775,0.33193,0.74922,1.0,0.9962,1.0
48,3,-5,1000,0.20275,0.0893,0.30106,0.81331,1.0,0.9962,1.0
48,3,-4,1000,0.16041,0.07925,0.24624,0.51153,1.0,0.9962,1.0
48,3,-3,1000,0.14365,0.0726,0.23517,0.51317,1.0,0.9962,1.0
48,3,-2,1000,0.1232,0.0588,0.19121,0.40861,1.0,0.9962,1.0
48,3,-1,1000,0.11301,0.05295,0.17482,0.40073,1.0,0.9962,1.0
48,3,0,1000,0.09739,0.0446,0.15734,0.3241,1.0,0.9962,1.0
48,3,1,1000,0.08789,0.04155,0.14041,0.32681,1.0,0.9962,1.0
48,3,2,1000,0.07655,0.03415,0.1148,0.27316,1.0,0.9962,1.0
48,3,3,1000,0.06897,0.0331,0.10588,0.2293,1.0,0.9962,1.0
48,3,4,1000,0.06058,0.0265,0.08723,0.2109,1.0,0.9962,1.0
48,3,5,1000,0.05597,0.02525,0.08243,0.20461,1.0,0.9962,1.0
48,3,6,1000,0.04535,0.02195,0.07221,0.14921,1.0,0.9962,1.0
48,3,7,1000,0.03754,0.0199,0.06091,0.13001,1.0,0.9962,1.0
48,3,8,1000,0.03474,0.01655,0.05072,0.12667,1.0,0.9962,1.0
48,3,9,1000,0.03119,0.01525,0.0463,0.10382,1.0,0.9962,1.0
48,3,10,1000,0.02818,0.0138,0.04211,0.10046,1.0,0.9962,1.0
48,3,11,1000,0.02707,0.01275,0.0429,0.0907,1.0,0.9962,1.0
48,3,12,1000,0.02136,0.01065,0.03321,0.06817,1.0,0.9962,1.0
48,3,13,1000,0.02149,0.01,0.02953,0.07557,1.0,0.9962,1.0
48,3,14,1000,0.01763,0.0085,0.02792,0.05704,1.0,0.9962,1.0
48,3,15,1000,0.01644,0.0073,0.02581,0.05752,1.0,0.9962,1.0
48,3,16,1000,0.01473,0.0065,0.0226,0.05771,1.0,0.9962,1.0
48,3,17,1000,0.01271,0.0061,0.01941,0.04421,1.0,0.9962,1.0
48,3,18,1000,0.01158,0.0056,0.01762,0.04411,1.0,0.9962,1.0
48,3,19,1000,0.01086,0.0049,0.01681,0.03721,1.0,0.9962,1.0
48,3,20,1000,0.009,0.0042,0.0138,0.0301,1.0,0.9962,1.0
48,3,21,1000,0.00843,0.0038,0.01261,0.0271,1.0,0.9962,1.0
48,3,22,1000,0.00719,0.0032,0.011,0.02641,1.0,0.9962,1.0
48,3,23,1000,0.00682,0.0031,0.01061,0.0227,1.0,0.9962,1.0
48,3,24,1000,0.00568,0.0028,0.00891,0.01971,1.0,0.9962,1.0
48,3,25,1000,0.00543,0.00245,0.00851,0.0184,1.0,0.9962,1.0
48,3,26,1000,0.00424,0.0021,0.0065,0.0155,1.0,0.9962,1.0
48,3,27,1000,0.00392,0.0019,0.0059,0.0143,1.0,0.9962,1.0
48,3,28,1000,0.0037,0.0017,0.0056,0.0131,1.0,0.9962,1.0
48,3,29,1000,0.00318,0.0015,0.005,0.0111,1.0,0.9962,1.0
48,3,30,1000,0.00287,0.0014,0.0043,0.0099,1.0,0.9962,1.0
64,1,-15,1000,1.28572,0.5962,1.9923,4.1778,0.996,0.9898,0.9984
64,1,-14,1000,0.9599,0.4458,1.38175,3.3261,1.0,0.9962,1.0
64,1,-13,1000,0.67011,0.336,1.00112,2.15195,0.999,0.9944,0.9998
64,1,-12,1000,0.57354,0.252,0.86333,2.0143,1.0,0.9962,1.0
64,1,-11,1000,0.43565,0.214,0.63173,1.64756,1.0,0.9962,1.0
64,1,-10,1000,0.3336,0.15965,0.47773,1.32012,1.0,0.9962,1.0
64,1,-9,1000,0.26722,0.1276,0.40709,1.05802,1.0,0.9962,1.0
64,1,-8,1000,0.21494,0.1101,0.32312,0.7367,1.0,0.9962,1.0
64,1,-7,1000,0.17102,0.0805,0.24737,0.66111,1.0,0.9962,1.0
64,1,-6,1000,0.14989,0.0778,0.22605,0.55129,1.0,0.9962,1.0
64,1,-5,1000,0.12917,0.05675,0.19477,0.48405,1.0,0.9962,1.0
64,1,-4,1000,0.10846,0.05305,0.16851,0.37333,1.0,0.9962,1.0
64,1,-3,1000,0.09473,0.04665,0.14373,0.34395,1.0,0.9962,1.0
64,1,-2,1000,0.08468,0.0418,0.12492,0.2769,1.0,0.9962,1.0
64,1,-1,1000,0.07033,0.03485,0.10502,0.25414,1.0,0.9962,1.0
64,1,0,1000,0.06137,0.0313,0.09356,0.21062,1.0,0.9962,1.0
64,1,1,1000,0.05704,0.02765,0.08875,0.19722,1.0,0.9962,1.0
64,1,2,1000,0.04807,0.02295,0.07091,0.1697,1.0,0.9962,1.0
64,1,3,1000,0.04412,0.0209,0.06452,0.15736,1.0,0.9962,1.0
64,1,4,1000,0.03782,0.01775,0.05822,0.12885,1.0,0.9962,1.0
64,1,5,1000,0.03334,0.0163,0.05183,0.11455,1.0,0.9962,1.0
64,1,6,1000,0.02838,0.0145,0.04132,0.10032,1.0,0.9962,1.0
64,1,7,1000,0.02678,0.0131,0.0389,0.0946,1.0,0.9962,1.0
64,1,8,1000,0.02411,0.01265,0.03511,0.08006,1.0,0.9962,1.0
64,1,9,1000,0.02178,0.0111,0.03211,0.07941,1.0,0.9962,1.0
64,1,10,1000,0.01825,0.0092,0.02882,0.05931,1.0,0.9962,1.0
64,1,11,1000,0.01559,0.008,0.02422,0.05461,1.0,0.9962,1.0
64,1,12,1000,0.01506,0.0075,0.02241,0.05421,1.0,0.9962,1.0
64,1,13,1000,0.01336,0.0066,0.0194,0.0506,1.0,0.9962,1.0
64,1,14,1000,0.01126,0.0056,0.0169,0.04181,1.0,0.9962,1.0
64,1,15,1000,0.01044,0.0047,0.01521,0.0381,1.0,0.9962,1.0
64,1,16,1000,0.00882,0.0045,0.01381,0.0292,1.0,0.9962,1.0
64,1,17,1000,0.00824,0.0042,0.01271,0.02622,1.0,0.9962,1.0
64,1,18,1000,0.00715,0.0036,0.0112,0.0242,1.0,0.9962,1.0
64,1,19,1000,0.00642,0.0031,0.00983,0.02151,1.0,0.9962,1.0
64,1,20,1000,0.00591,0.0029,0.0087,0.0227,1.0,0.9962,1.0
64,1,21,1000,0.00542,0.0027,0.008,0.01811,1.0,0.9962,1.0
64,1,22,1000,0.00456,0.0023,0.00661,0.0162,1.0,0.9962,1.0
64,1,23,1000,0.00384,0.002,0.0059,0.0129,1.0,0.9962,1.0
64,1,24,1000,0.00358,0.0018,0.0055,0.0124,1.0,0.9962,1.0
64,1,25,1000,0.00339,0.0016,0.005,0.0115,1.0,0.9962,1.0
64,1,26,1000,0.00282,0.0015,0.0042,0.0099,1.0,0.9962,1.0
64,1,27,1000,0.0025,0.0013,0.0038,0.009,1.0,0.9962,1.0
64,1,28,1000,0.0022,0.0011,0.00321,0.0073,1.0,0.9962,1.0
64,1,29,1000,0.00211,0.001,0.0033,0.0075,1.0,0.9962,1.0
64,1,30,1000,0.00178,0.0009,0.0027,0.0064,1.0,0.9962,1.0
64,2,-15,1000,1.24762,0.5962,1.99627,4.01738,0.998,0.9927,0.9995
64,2,-14,1000,0.95838,0.44005,1.41652,3.52953,1.0,0.9962,1.0
64,2,-13,1000,0.72292,0.3556,1.02629,2.71795,1.0,0.9962,1.0
64,2,-12,1000,0.57401,0.2678,0.83213,2.23771,1.0,0.9962,1.0
64,2,-11,1000,0.44894,0.2003,0.63609,1.61781,1.0,0.9962,1.0
64,2,-10,1000,0.35602,0.1655,0.53931,1.19236,1.0,0.9962,1.0
64,2,-9,1000,0.24734,0.12985,0.40067,0.84028,1.0,0.9962,1.0
64,2,-8,1000,0.22192,0.1081,0.31068,0.82055,1.0,0.9962,1.0
64,2,-7,1000,0.18542,0.0903,0.27586,0.62139,1.0,0.9962,1.0
64,2,-6,1000,0.15828,0.0705,0.2287,0.56403,1.0,0.9962,1.0
64,2,-5,1000,0.13986,0.06125,0.20851,0.52359,1.0,0.9962,1.0
64,2,-4,1000,0.11283,0.05415,0.17611,0.38976,1.0,0.9962,1.0
64,2,-3,1000,0.09276,0.04565,0.13773,0.33083,1.0,0.9962,1.0
64,2,-2,1000,0.08027,0.0404,0.12144,0.28474,1.0,0.9962,1.0
64,2,-1,1000,0.07103,0.03505,0.10333,0.26727,1.0,0.9962,1.0
64,2,0,1000,0.06695,0.0295,0.09739,0.2509,1.0,0.9962,1.0
64,2,1,1000,0.05735,0.0304,0.08841,0.18981,1.0,0.9962,1.0
64,2,2,1000,0.04816,0.02455,0.0741,0.16765,1.0,0.9962,1.0
64,2,3,1000,0.04136,0.0223,0.06434,0.13184,1.0,0.9962,1.0
64,2,4,1000,0.04164,0.0192,0.06134,0.15401,1.0,0.9962,1.0
64,2,5,1000,0.03153,0.01575,0.04422,0.10722,1.0,0.9962,1.0
64,2,6,1000,0.02858,0.01435,0.0441,0.09781,1.0,0.9962,1.0
64,2,7,1000,0.02654,0.01345,0.04,0.08506,1.0,0.9962,1.0
64,2,8,1000,0.02343,0.0114,0.03347,0.08731,1.0,0.9962,1.0
64,2,9,1000,0.02269,0.0105,0.03243,0.08791,1.0,0.9962,1.0
64,2,10,1000,0.01762,0.0094,0.02611,0.0622,1.0,0.9962,1.0
64,2,11,1000,0.01769,0.00825,0.02685,0.06021,1.0,0.9962,1.0
64,2,12,1000,0.01641,0.0075,0.02591,0.05697,1.0,0.9962,1.0
64,2,13,1000,0.01391,0.007,0.02101,0.04921,1.0,0.9962,1.0
64,2,14,1000,0.01152,0.0059,0.0179,0.03931,1.0,0.9962,1.0
64,2,15,1000,0.01078,0.005,0.0152,0.03891,1.0,0.9962,1.0
64,2,16,1000,0.01035,0.00445,0.01393,0.03752,1.0,0.9962,1.0
64,2,17,1000,0.00853,0.0041,0.01271,0.0307,1.0,0.9962,1.0
64,2,18,1000,0.0075,0.00355,0.01131,0.0275,1.0,0.9962,1.0
64,2,19,1000,0.00719,0.0033,0.01021,0.02672,1.0,0.9962,1.0
64,2,20,1000,0.00567,0.003,0.00841,0.0202,1.0,0.9962,1.0
64,2,21,1000,0.00481,0.0026,0.0075,0.0165,1.0,0.9962,1.0
64,2,22,1000,0.0049,0.0023,0.0069,0.0179,1.0,0.9962,1.0
64,2,23,1000,0.00406,0.002,0.0056,0.01721,1.0,0.9962,1.0
64,2,24,1000,0.00385,0.0017,0.0059,0.0131,1.0,0.9962,1.0
64,2,25,1000,0.00337,0.0016,0.0053,0.01191,1.0,0.9962,1.0
64,2,26,1000,0.00297,0.0014,0.0043,0.011,1.0,0.9962,1.0
64,2,27,1000,0.00283,0.0013,0.004,0.0116,1.0,0.9962,1.0
64,2,28,1000,0.00238,0.0011,0.00351,0.0092,1.0,0.9962,1.0
64,2,29,1000,0.00196,0.001,0.0029,0.0069,1.0,0.9962,1.0
64,2,30,1000,0.0018,0.0009,0.0026,0.0065,1.0,0.9962,1.0
64,3,-15,1000,1.41656,0.7066,2.11794,5.08284,0.995,0.9883,0.9979
64,3,-14,1000,1.14916,0.49485,1.60017,4.8762,1.0,0.9962,1.0
64,3,-13,1000,0.89258,0.3866,1.26652,3.36013,1.0,0.9962,1.0
64,3,-12,1000,0.64108,0.2858,0.87898,2.23311,1.0,0.9962,1.0
64,3,-11,1000,0.46684,0.2262,0.73904,1.65426,0.999,0.9944,0.9998
64,3,-10,1000,0.41899,0.1735,0.5918,1.56658,1.0,0.9962,1.0
64,3,-9,1000,0.31053,0.14065,0.46291,1.06423,1.0,0.9962,1.0
64,3,-8,1000,0.2626,0.1187,0.40541,0.90808,1.0,0.9962,1.0
64,3,-7,1000,0.21528,0.0974,0.34626,0.76889,1.0,0.9962,1.0
64,3,-6,1000,0.18001,0.0837,0.27671,0.6306,1.0,0.9962,1.0
64,3,-5,1000,0.15581,0.073,0.23052,0.56483,1.0,0.9962,1.0
64,3,-4,1000,0.12678,0.0628,0.19872,0.38659,1.0,0.9962,1.0
64,3,-3,1000,0.11674,0.05585,0.18781,0.40528,1.0,0.9962,1.0
64,3,-2,1000,0.10651,0.0493,0.16016,0.39117,1.0,0.9962,1.0
64,3,-1,1000,0.08769,0.0431,0.13653,0.2836,1.0,0.9962,1.0
64,3,0,1000,0.0737,0.03345,0.11494,0.25812,1.0,0.9962,1.0
64,3,1,1000,0.06207,0.03065,0.09069,0.23096,1.0,0.9962,1.0
64,3,2,1000,0.0545,0.0264,0.08727,0.1757,1.0,0.9962,1.0
64,3,3,1000,0.04915,0.0239,0.07626,0.17447,1.0,0.9962,1.0
64,3,4,1000,0.04327,0.0218,0.06755,0.14692,1.0,0.9962,1.0
64,3,5,1000,0.03906,0.01925,0.06181,0.13421,1.0,0.9962,1.0
64,3,6,1000,0.0336,0.01645,0.05459,0.11002,1.0,0.9962,1.0
64,3,7,1000,0.03131,0.0142,0.0487,0.1177,1.0,0.9962,1.0
64,3,8,1000,0.02797,0.0135,0.0421,0.09486,1.0,0.9962,1.0
64,3,9,1000,0.02447,0.0123,0.03643,0.08901,1.0,0.9962,1.0
64,3,10,1000,0.02018,0.0098,0.03054,0.07003,1.0,0.9962,1.0
64,3,11,1000,0.01927,0.0091,0.02642,0.06565,1.0,0.9962,1.0
64,3,12,1000,0.01617,0.0082,0.02401,0.05601,1.0,0.9962,1.0
64,3,13,1000,0.01581,0.0075,0.02242,0.04725,1.0,0.9962,1.0
64,3,14,1000,0.01322,0.0062,0.02121,0.04621,1.0,0.9962,1.0
64,3,15,1000,0.01256,0.00585,0.01881,0.04491,1.0,0.9962,1.0
64,3,16,1000,0.01075,0.00505,0.01681,0.04001,1.0,0.9962,1.0
64,3,17,1000,0.00902,0.0042,0.01401,0.0302,1.0,0.9962,1.0
64,3,18,1000,0.00913,0.0044,0.0143,0.0311,1.0,0.9962,1.0
64,3,19,1000,0.00765,0.0038,0.0121,0.02601,1.0,0.9962,1.0
64,3,20,1000,0.00657,0.0032,0.01032,0.0217,1.0,0.9962,1.0
64,3,21,1000,0.0056,0.0026,0.00851,0.0208,1.0,0.9962,1.0
64,3,22,1000,0.0052,0.0025,0.00841,0.0189,1.0,0.9962,1.0
64,3,23,1000,0.00484,0.0022,0.007,0.0183,1.0,0.9962,1.0
64,3,24,1000,0.00385,0.00195,0.0062,0.0124,1.0,0.9962,1.0
64,3,25,1000,0.0038,0.0018,0.00571,0.01291,1.0,0.9962,1.0
64,3,26,1000,0.00331,0.0015,0.00481,0.012,1.0,0.9962,1.0
64,3,27,1000,0.00319,0.0016,0.0049,0.01111,1.0,0.9962,1.0
64,3,28,1000,0.00261,0.0013,0.004,0.009,1.0,0.9962,1.0
64,3,29,1000,0.00231,0.0011,0.0037,0.0078,1.0,0.9962,1.0
64,3,30,1000,0.0021,0.0011,0.0032,0.007,1.0,0.9962,1.0
